gia,dienTich,giaMoiM2,soPhongNgu,soWC,phuong,quan
3.2,70.0,45.71,2,2,Nghĩa Tân,Cầu Giấy
8.6,100.0,86.0,3,2,Trung Hòa,Cầu Giấy
3.2,70.0,45.71,2,2,Nghĩa Tân,Cầu Giấy
4.9,54.0,90.74,1,1,Nghĩa Đô,Cầu Giấy
7.0,78.0,89.74,2,2,Nghĩa Đô,Cầu Giấy
6.96,80.0,87.0,2,2,Dịch Vọng,Cầu Giấy
4.2,68.5,61.31,2,1,Trung Hòa,Cầu Giấy
5.97,74.0,80.68,2,2,Yên Hòa,Cầu Giấy
8.0,97.0,82.47,3,2,Yên Hòa,Cầu Giấy
17.0,142.0,119.72,3,2,Trung Hòa,Cầu Giấy
9.6,126.0,76.19,3,2,Dịch Vọng,Cầu Giấy
6.0,80.0,75.0,3,2,Quan Hoa,Cầu Giấy
9.5,134.0,70.9,3,2,Trung Hòa,Cầu Giấy
10.65,159.0,67.0,3,2,Trung Hòa,Cầu Giấy
4.85,71.0,68.31,2,2,Dịch Vọng,Cầu Giấy
7.9,113.0,69.91,3,2,Trung Hòa,Cầu Giấy
13.8,128.0,107.81,3,2,Dịch Vọng Hậu,Cầu Giấy
9.0,123.0,73.17,3,2,Dịch Vọng,Cầu Giấy
4.5,72.0,62.5,2,1,Dịch Vọng,Cầu Giấy
5.28,70.0,75.43,2,2,Trung Hòa,Cầu Giấy
6.86,102.0,67.26,2,2,Trung Hòa,Cầu Giấy
17.5,193.0,90.67,4,3,Dịch Vọng Hậu,Cầu Giấy
6.6,113.0,58.41,3,2,Dịch Vọng Hậu,Cầu Giấy
13.5,145.0,93.1,3,2,Dịch Vọng Hậu,Cầu Giấy
3.6,44.0,81.82,1,1,Trung Hòa,Cầu Giấy
5.4,62.0,87.1,2,1,Trung Hòa,Cầu Giấy
7.0,80.36,87.11,2,2,Dịch Vọng,Cầu Giấy
7.4,90.0,82.22,3,2,Nghĩa Đô,Cầu Giấy
18.0,201.0,89.55,3,3,Dịch Vọng Hậu,Cầu Giấy
7.3,85.0,85.88,3,2,Quan Hoa,Cầu Giấy
3.62,44.0,82.27,1,1,Yên Hòa,Cầu Giấy
5.2,70.0,74.29,2,2,Yên Hòa,Cầu Giấy
7.3,98.0,74.49,3,2,Dịch Vọng,Cầu Giấy
4.9,90.0,54.44,2,2,Dịch Vọng Hậu,Cầu Giấy
12.67,144.0,88.0,3,2,Yên Hòa,Cầu Giấy
9.0,116.0,77.59,3,2,Dịch Vọng,Cầu Giấy
8.6,91.5,93.99,3,2,Mai Dịch,Cầu Giấy
7.0,101.0,69.31,3,2,Dịch Vọng,Cầu Giấy
18.0,217.0,82.95,4,2,Dịch Vọng Hậu,Cầu Giấy
10.0,148.0,67.57,3,2,Dịch Vọng,Cầu Giấy
8.75,125.0,70.0,3,2,Dịch Vọng,Cầu Giấy
3.6,50.0,72.0,2,1,Yên Hòa,Cầu Giấy
3.95,60.0,65.83,2,1,Trung Hòa,Cầu Giấy
5.6,92.0,60.87,3,2,Dịch Vọng Hậu,Cầu Giấy
5.3,80.0,66.25,3,2,Trung Hòa,Cầu Giấy
8.75,146.0,59.93,3,2,Trung Hòa,Cầu Giấy
5.6,81.0,69.14,2,2,Yên Hòa,Cầu Giấy
6.8,110.0,61.82,3,2,Dịch Vọng Hậu,Cầu Giấy
6.8,110.0,61.82,3,2,Dịch Vọng Hậu,Cầu Giấy
4.85,70.0,69.29,2,2,Dịch Vọng,Cầu Giấy
3.48,100.0,34.8,3,2,Quan Hoa,Cầu Giấy
7.0,120.0,58.33,3,2,Trung Hòa,Cầu Giấy
6.9,117.0,58.97,3,2,Trung Hòa,Cầu Giấy
6.8,100.13,67.91,3,2,Dịch Vọng,Cầu Giấy
6.0,70.0,85.71,2,2,Yên Hòa,Cầu Giấy
11.0,154.0,71.43,3,3,Dịch Vọng,Cầu Giấy
5.57,85.0,65.53,3,2,Trung Hòa,Cầu Giấy
5.58,80.0,69.75,3,2,Trung Hòa,Cầu Giấy
3.63,50.0,72.6,1,1,Yên Hòa,Cầu Giấy
7.5,100.0,75.0,3,2,Trung Hòa,Cầu Giấy
8.0,105.0,76.19,3,2,Mai Dịch,Cầu Giấy
7.2,100.0,72.0,3,2,Yên Hòa,Cầu Giấy
4.5,70.0,64.29,2,1,Trung Hòa,Cầu Giấy
7.3,96.0,76.04,2,2,Trung Hòa,Cầu Giấy
7.5,125.4,59.81,3,2,Dịch Vọng,Cầu Giấy
8.5,104.0,81.73,3,2,Nghĩa Đô,Cầu Giấy
5.8,78.0,74.36,2,2,Dịch Vọng Hậu,Cầu Giấy
8.8,108.0,81.48,3,2,Dịch Vọng Hậu,Cầu Giấy
7.02,117.0,60.0,3,2,Trung Hòa,Cầu Giấy
6.9,95.0,72.63,3,2,Yên Hòa,Cầu Giấy
10.0,173.0,57.8,4,3,Trung Hòa,Cầu Giấy
5.96,73.0,81.64,2,2,Yên Hòa,Cầu Giấy
6.5,68.0,95.59,2,2,Yên Hòa,Cầu Giấy
5.8,74.0,78.38,2,2,Yên Hòa,Cầu Giấy
8.9,144.0,61.81,3,2,Dịch Vọng,Cầu Giấy
8.0,85.0,94.12,2,2,Dịch Vọng Hậu,Cầu Giấy
8.0,86.0,93.02,2,2,Dịch Vọng Hậu,Cầu Giấy
7.5,77.0,97.4,2,2,Dịch Vọng Hậu,Cầu Giấy
5.4,71.0,76.06,2,2,Yên Hòa,Cầu Giấy
6.5,92.0,70.65,3,2,Quan Hoa,Cầu Giấy
8.5,130.0,65.39,3,3,Quan Hoa,Cầu Giấy
5.0,65.0,76.92,2,2,Quan Hoa,Cầu Giấy
8.0,100.0,80.0,3,2,Yên Hòa,Cầu Giấy
6.0,75.0,80.0,2,2,Yên Hòa,Cầu Giấy
4.5,75.0,60.0,2,2,Yên Hòa,Cầu Giấy
5.5,78.0,70.51,2,2,Yên Hòa,Cầu Giấy
6.5,85.0,76.47,2,2,Dịch Vọng,Cầu Giấy
9.8,138.0,71.01,3,2,Yên Hòa,Cầu Giấy
7.7,130.0,59.23,3,2,Dịch Vọng,Cầu Giấy
9.2,108.0,85.18,3,2,Dịch Vọng Hậu,Cầu Giấy
7.2,80.0,90.0,2,2,Dịch Vọng Hậu,Cầu Giấy
8.5,110.0,77.27,3,2,Mai Dịch,Cầu Giấy
6.8,80.0,85.0,2,2,Mai Dịch,Cầu Giấy
10.0,130.0,76.92,3,2,Mai Dịch,Cầu Giấy
6.0,95.0,63.16,2,2,Dịch Vọng Hậu,Cầu Giấy
8.3,156.0,53.2,3,2,Dịch Vọng Hậu,Cầu Giấy
7.0,85.0,82.35,3,2,Quan Hoa,Cầu Giấy
8.15,151.0,53.97,3,2,Dịch Vọng Hậu,Cầu Giấy
5.5,75.0,73.33,2,2,Yên Hòa,Cầu Giấy
6.4,115.0,55.65,3,2,Dịch Vọng Hậu,Cầu Giấy
7.0,130.0,53.85,3,2,Quan Hoa,Cầu Giấy
5.4,65.5,82.44,2,1,Yên Hòa,Cầu Giấy
8.0,130.0,61.54,3,2,Quan Hoa,Cầu Giấy
5.58,80.0,69.75,3,2,Trung Hòa,Cầu Giấy
7.5,96.0,78.12,3,2,Nghĩa Đô,Cầu Giấy
3.9,58.0,67.24,2,1,Trung Hòa,Cầu Giấy
11.0,150.0,73.33,3,3,Trung Hòa,Cầu Giấy
5.98,97.0,61.65,3,2,Trung Hòa,Cầu Giấy
9.0,95.0,94.74,3,2,Trung Hòa,Cầu Giấy
3.9,60.0,65.0,2,2,Yên Hòa,Cầu Giấy
10.5,116.0,90.52,3,2,Trung Hòa,Cầu Giấy
4.0,65.0,61.54,2,1,Trung Hòa,Cầu Giấy
4.5,64.0,70.31,2,2,Quan Hoa,Cầu Giấy
5.6,75.0,74.67,2,2,Trung Hòa,Cầu Giấy
5.37,80.0,67.12,3,2,Trung Hòa,Cầu Giấy
5.1,75.0,68.0,2,1,Yên Hòa,Cầu Giấy
5.2,75.0,69.33,3,2,Yên Hòa,Cầu Giấy
5.75,89.0,64.61,3,2,Dịch Vọng,Cầu Giấy
6.05,70.0,86.43,2,2,Trung Hòa,Cầu Giấy
5.3,80.0,66.25,3,2,Trung Hòa,Cầu Giấy
6.9,100.0,69.0,3,2,Trung Hòa,Cầu Giấy
3.05,40.0,76.25,2,1,Trung Hòa,Cầu Giấy
6.5,78.0,83.33,2,2,Dịch Vọng Hậu,Cầu Giấy
5.25,62.0,84.68,2,1,Yên Hòa,Cầu Giấy
6.0,105.0,57.14,3,2,Yên Hòa,Cầu Giấy
8.0,102.0,78.43,3,2,Yên Hòa,Cầu Giấy
6.8,91.0,74.72,2,2,Dịch Vọng Hậu,Cầu Giấy
6.9,108.0,63.89,3,2,Dịch Vọng Hậu,Cầu Giấy
6.5,80.0,81.25,2,2,Dịch Vọng,Cầu Giấy
3.8,70.0,54.29,2,1,Nghĩa Tân,Cầu Giấy
7.3,48.0,152.08,2,2,Nghĩa Tân,Cầu Giấy
5.6,95.0,58.95,3,2,Dịch Vọng Hậu,Cầu Giấy
11.0,191.0,57.59,3,3,Trung Hòa,Cầu Giấy
8.0,100.0,80.0,3,2,Mai Dịch,Cầu Giấy
6.5,110.0,59.09,3,2,Dịch Vọng Hậu,Cầu Giấy
5.5,72.0,76.39,2,2,Yên Hòa,Cầu Giấy
5.4,80.0,67.5,2,2,Yên Hòa,Cầu Giấy
6.4,98.0,65.31,2,2,Dịch Vọng,Cầu Giấy
6.5,82.0,79.27,2,2,Dịch Vọng,Cầu Giấy
4.25,65.0,65.39,2,2,Trung Hòa,Cầu Giấy
8.2,96.0,85.42,3,2,Yên Hòa,Cầu Giấy
7.0,120.0,58.33,3,2,Yên Hòa,Cầu Giấy
5.58,80.0,69.75,3,2,Trung Hòa,Cầu Giấy
6.5,98.0,66.33,2,2,Dịch Vọng,Cầu Giấy
7.0,120.0,58.33,3,2,Trung Hòa,Cầu Giấy
8.0,100.0,80.0,3,2,Nghĩa Đô,Cầu Giấy
5.45,65.0,83.85,2,1,Yên Hòa,Cầu Giấy
5.0,85.0,58.82,3,2,Yên Hòa,Cầu Giấy
10.0,108.8,91.9,3,2,Dịch Vọng Hậu,Cầu Giấy
5.0,95.0,52.63,3,2,Trung Hòa,Cầu Giấy
5.6,75.0,74.67,2,2,Yên Hòa,Cầu Giấy
5.5,105.0,52.38,3,2,Yên Hòa,Cầu Giấy
3.5,85.0,41.18,3,2,Mai Dịch,Cầu Giấy
13.5,128.0,105.47,3,2,Dịch Vọng Hậu,Cầu Giấy
5.5,69.0,79.71,2,2,Yên Hòa,Cầu Giấy
8.1,98.0,82.65,3,2,Yên Hòa,Cầu Giấy
13.5,131.0,103.05,3,2,Mai Dịch,Cầu Giấy
5.4,68.0,79.41,2,2,Yên Hòa,Cầu Giấy
8.5,115.0,73.91,3,2,Yên Hòa,Cầu Giấy
14.65,195.0,75.13,4,3,Dịch Vọng,Cầu Giấy
5.4,55.0,98.18,2,1,Dịch Vọng Hậu,Cầu Giấy
3.9,65.0,60.0,2,1,Trung Hòa,Cầu Giấy
5.96,68.0,87.65,2,2,Yên Hòa,Cầu Giấy
7.8,88.1,88.54,2,2,Nghĩa Đô,Cầu Giấy
7.2,77.0,93.51,2,2,Dịch Vọng Hậu,Cầu Giấy
9.9,110.0,90.0,3,2,Dịch Vọng Hậu,Cầu Giấy
7.3,73.0,100.0,3,2,Mai Dịch,Cầu Giấy
8.8,96.0,91.67,3,2,Yên Hòa,Cầu Giấy
15.0,195.0,76.92,3,3,Trung Hòa,Cầu Giấy
3.46,55.0,63.0,2,1,Trung Hòa,Cầu Giấy
5.85,89.0,65.73,2,2,Dịch Vọng,Cầu Giấy
7.35,77.0,95.46,2,2,Dịch Vọng Hậu,Cầu Giấy
7.4,112.0,66.07,2,2,Trung Hòa,Cầu Giấy
8.95,85.0,105.29,2,2,Dịch Vọng Hậu,Cầu Giấy
4.7,80.0,58.75,2,1,Dịch Vọng,Cầu Giấy
4.05,64.0,63.28,2,2,Trung Hòa,Cầu Giấy
12.31,162.0,76.0,3,2,Trung Hòa,Cầu Giấy
9.0,91.5,98.36,3,2,Mai Dịch,Cầu Giấy
6.1,105.0,58.1,3,2,Nghĩa Đô,Cầu Giấy
7.6,93.0,81.72,2,2,Nghĩa Đô,Cầu Giấy
6.03,90.0,67.0,3,2,Yên Hòa,Cầu Giấy
6.0,94.0,63.83,3,2,Yên Hòa,Cầu Giấy
7.5,119.0,63.0,3,2,Trung Hòa,Cầu Giấy
6.7,95.6,70.08,3,2,Trung Hòa,Cầu Giấy
5.8,76.0,76.32,2,2,Dịch Vọng Hậu,Cầu Giấy
7.97,96.0,83.0,3,2,Yên Hòa,Cầu Giấy
8.0,110.0,72.73,3,2,Dịch Vọng Hậu,Cầu Giấy
8.0,111.0,72.07,2,2,Trung Hòa,Cầu Giấy
7.55,112.1,67.35,2,2,Trung Hòa,Cầu Giấy
5.5,80.0,68.75,3,2,Trung Hòa,Cầu Giấy
9.5,116.0,81.9,3,2,Dịch Vọng,Cầu Giấy
5.7,75.0,76.0,2,2,Yên Hòa,Cầu Giấy
8.7,140.0,62.14,3,2,Dịch Vọng Hậu,Cầu Giấy
3.97,60.0,66.17,2,2,Yên Hòa,Cầu Giấy
5.7,65.0,87.69,2,2,Quan Hoa,Cầu Giấy
11.0,116.0,94.83,3,2,Trung Hòa,Cầu Giấy
5.0,71.0,70.42,2,2,Yên Hòa,Cầu Giấy
5.6,89.0,62.92,3,2,Trung Hòa,Cầu Giấy
9.5,134.0,70.9,3,2,Trung Hòa,Cầu Giấy
11.0,105.0,104.76,3,2,Nghĩa Đô,Cầu Giấy
8.0,124.0,64.52,3,2,Trung Hòa,Cầu Giấy
9.1,120.0,75.83,3,2,Dịch Vọng,Cầu Giấy
11.0,200.0,55.0,2,2,Trung Hòa,Cầu Giấy
7.3,78.0,93.59,2,2,Mai Dịch,Cầu Giấy
2.88,70.0,41.14,2,2,Nghĩa Tân,Cầu Giấy
6.5,95.0,68.42,2,2,Dịch Vọng,Cầu Giấy
5.4,75.0,72.0,2,2,Trung Hòa,Cầu Giấy
6.0,110.0,54.54,3,2,Dịch Vọng Hậu,Cầu Giấy
3.5,52.0,67.31,2,1,Trung Hòa,Cầu Giấy
15.0,156.0,96.15,3,2,Nghĩa Đô,Cầu Giấy
10.5,152.0,69.08,3,2,Trung Hòa,Cầu Giấy
5.2,70.0,74.29,2,2,Yên Hòa,Cầu Giấy
5.85,70.0,83.57,2,2,Yên Hòa,Cầu Giấy
7.5,95.0,78.95,3,2,Yên Hòa,Cầu Giấy
9.0,151.0,59.6,4,2,Trung Hòa,Cầu Giấy
7.3,120.0,60.83,3,2,Trung Hòa,Cầu Giấy
4.0,72.0,55.56,2,2,Mai Dịch,Cầu Giấy
4.3,60.0,71.67,3,2,Trung Hòa,Cầu Giấy
5.1,65.0,78.46,2,1,Yên Hòa,Cầu Giấy
3.4,102.0,33.33,3,2,Quan Hoa,Cầu Giấy
6.8,85.0,80.0,3,2,Quan Hoa,Cầu Giấy
6.0,90.0,66.67,3,2,Yên Hòa,Cầu Giấy
11.15,155.0,71.94,3,3,Trung Hòa,Cầu Giấy
4.95,72.0,68.75,2,2,Dịch Vọng,Cầu Giấy
2.73,60.0,45.5,2,1,Mai Dịch,Cầu Giấy
7.5,123.0,60.98,3,2,Dịch Vọng,Cầu Giấy
3.9,70.0,55.71,2,2,Mai Dịch,Cầu Giấy
3.8,70.0,54.29,2,2,Mai Dịch,Cầu Giấy
3.9,70.0,55.71,2,2,Mai Dịch,Cầu Giấy
5.0,72.0,69.44,2,2,Dịch Vọng,Cầu Giấy
7.35,77.5,94.84,2,2,Mai Dịch,Cầu Giấy
3.9,65.0,60.0,2,2,Trung Hòa,Cầu Giấy
7.3,100.1,72.93,3,2,Dịch Vọng,Cầu Giấy
7.9,140.0,56.43,3,2,Dịch Vọng Hậu,Cầu Giấy
9.0,128.0,70.31,3,2,Dịch Vọng,Cầu Giấy
7.2,101.0,71.29,3,2,Trung Hòa,Cầu Giấy
1.98,52.0,38.08,2,2,Nghĩa Đô,Cầu Giấy
5.5,80.0,68.75,3,2,Trung Hòa,Cầu Giấy
7.2,80.36,89.6,2,2,Dịch Vọng,Cầu Giấy
8.0,143.9,55.59,3,2,Trung Hòa,Cầu Giấy
7.7,97.0,79.38,3,2,Dịch Vọng,Cầu Giấy
6.8,105.0,64.76,3,2,Dịch Vọng,Cầu Giấy
6.99,96.0,72.81,3,2,Yên Hòa,Cầu Giấy
2.05,50.0,41.0,2,1,Dịch Vọng,Cầu Giấy
12.0,155.0,77.42,3,2,Trung Hòa,Cầu Giấy
10.59,163.0,64.97,4,3,Trung Hòa,Cầu Giấy
9.59,110.0,87.18,3,2,Dịch Vọng Hậu,Cầu Giấy
8.2,95.0,86.32,3,2,Trung Hòa,Cầu Giấy
5.7,71.0,80.28,3,2,Trung Hòa,Cầu Giấy
5.2,54.0,96.3,2,1,Dịch Vọng Hậu,Cầu Giấy
5.0,71.17,70.25,2,2,Yên Hòa,Cầu Giấy
6.5,80.36,80.89,2,2,Dịch Vọng,Cầu Giấy
8.3,110.0,75.46,3,2,Trung Hòa,Cầu Giấy
12.0,135.0,88.89,3,2,Dịch Vọng Hậu,Cầu Giấy
8.0,135.0,59.26,3,2,Dịch Vọng,Cầu Giấy
5.4,90.0,60.0,2,2,Dịch Vọng,Cầu Giấy
6.8,100.0,68.0,2,2,Dịch Vọng,Cầu Giấy
8.5,130.0,65.39,3,2,Dịch Vọng,Cầu Giấy
9.0,150.0,60.0,3,2,Dịch Vọng,Cầu Giấy
8.0,135.0,59.26,3,2,Quan Hoa,Cầu Giấy
9.0,122.0,73.77,3,2,Trung Hòa,Cầu Giấy
6.0,73.0,82.19,2,2,Trung Hòa,Cầu Giấy
8.0,150.0,53.33,3,2,Dịch Vọng Hậu,Cầu Giấy
8.0,141.0,56.74,3,2,Dịch Vọng Hậu,Cầu Giấy
5.5,77.0,71.43,2,2,Yên Hòa,Cầu Giấy
6.0,75.0,80.0,2,2,Yên Hòa,Cầu Giấy
8.3,100.0,83.0,3,2,Yên Hòa,Cầu Giấy
8.5,130.0,65.39,3,2,Dịch Vọng,Cầu Giấy
5.8,86.0,67.44,3,2,Dịch Vọng,Cầu Giấy
4.7,88.0,53.41,3,2,Trung Hòa,Cầu Giấy
10.8,151.0,71.52,4,2,Trung Hòa,Cầu Giấy
9.0,108.8,82.72,3,2,Dịch Vọng Hậu,Cầu Giấy
5.5,71.0,77.46,2,2,Yên Hòa,Cầu Giấy
5.9,72.0,82.0,2,2,Yên Hòa,Cầu Giấy
7.3,100.0,73.0,3,2,Trung Hòa,Cầu Giấy
7.3,83.0,87.95,2,2,Trung Hòa,Cầu Giấy
7.3,83.0,87.95,2,2,Trung Hòa,Cầu Giấy
6.38,111.9,57.0,3,2,Trung Hòa,Cầu Giấy
5.8,90.0,64.44,3,2,Trung Hòa,Cầu Giấy
14.0,142.0,98.59,3,2,Mai Dịch,Cầu Giấy
7.7,94.0,81.92,3,2,Nghĩa Đô,Cầu Giấy
9.0,151.0,59.6,3,2,Trung Hòa,Cầu Giấy
5.92,68.0,87.0,2,2,Yên Hòa,Cầu Giấy
7.0,100.1,69.93,3,2,Dịch Vọng,Cầu Giấy
8.0,136.0,58.82,3,2,Trung Hòa,Cầu Giấy
7.35,105.0,70.0,3,2,Trung Hòa,Cầu Giấy
7.5,113.0,66.37,3,2,Trung Hòa,Cầu Giấy
3.9,70.0,55.71,2,1,Mai Dịch,Cầu Giấy
7.5,88.0,85.23,2,2,Nghĩa Đô,Cầu Giấy
8.0,83.0,96.39,3,2,Trung Hòa,Cầu Giấy
7.8,98.0,79.59,3,2,Nghĩa Đô,Cầu Giấy
10.5,116.0,90.52,3,2,Trung Hòa,Cầu Giấy
4.05,60.0,67.5,2,2,Trung Hòa,Cầu Giấy
9.3,100.0,93.0,3,2,Trung Hòa,Cầu Giấy
6.9,65.0,106.15,2,2,Trung Hòa,Cầu Giấy
7.2,110.0,65.46,3,2,Dịch Vọng Hậu,Cầu Giấy
6.7,66.0,101.52,2,2,Trung Hòa,Cầu Giấy
7.0,114.0,61.4,3,2,Trung Hòa,Cầu Giấy
7.6,95.0,80.0,3,2,Yên Hòa,Cầu Giấy
6.75,100.0,67.5,2,2,Dịch Vọng,Cầu Giấy
8.0,110.0,72.73,3,2,Trung Hòa,Cầu Giấy
6.0,90.0,66.67,2,2,Dịch Vọng Hậu,Cầu Giấy
7.33,125.0,58.64,3,2,Trung Hòa,Cầu Giấy
7.3,85.0,85.88,3,2,Quan Hoa,Cầu Giấy
6.75,98.0,68.88,3,2,Yên Hòa,Cầu Giấy
4.9,60.0,81.67,1,1,Yên Hòa,Cầu Giấy
5.82,90.0,64.67,3,2,Yên Hòa,Cầu Giấy
13.43,158.0,85.0,3,2,Trung Hòa,Cầu Giấy
14.4,144.0,100.0,3,2,Trung Hòa,Cầu Giấy
7.0,77.0,90.91,2,2,Dịch Vọng Hậu,Cầu Giấy
9.0,110.0,81.82,3,2,Dịch Vọng Hậu,Cầu Giấy
14.62,172.0,85.0,3,2,Trung Hòa,Cầu Giấy
10.34,159.0,65.0,3,3,Trung Hòa,Cầu Giấy
10.0,150.0,66.67,3,2,Dịch Vọng,Cầu Giấy
11.0,173.0,63.58,4,3,Trung Hòa,Cầu Giấy
7.3,80.5,90.68,2,2,Dịch Vọng,Cầu Giấy
3.45,45.0,76.67,2,1,Yên Hòa,Cầu Giấy
7.35,125.0,58.8,3,2,Trung Hòa,Cầu Giấy
3.13,44.0,71.14,1,1,Trung Hòa,Cầu Giấy
3.65,53.0,68.87,2,1,Mai Dịch,Cầu Giấy
3.5,86.0,40.7,3,2,Mai Dịch,Cầu Giấy
12.0,197.0,60.91,4,2,Dịch Vọng,Cầu Giấy
8.3,100.0,83.0,3,2,Yên Hòa,Cầu Giấy
7.89,131.0,60.21,3,2,Quan Hoa,Cầu Giấy
8.76,146.0,60.0,3,3,Trung Hòa,Cầu Giấy
7.0,98.0,71.43,3,2,Dịch Vọng,Cầu Giấy
7.3,83.0,87.95,2,2,Trung Hòa,Cầu Giấy
3.55,56.0,63.39,2,1,Yên Hòa,Cầu Giấy
4.05,65.0,62.31,2,1,Trung Hòa,Cầu Giấy
6.3,67.0,94.03,2,1,Trung Hòa,Cầu Giấy
7.85,93.0,84.41,2,2,Nghĩa Đô,Cầu Giấy
7.9,138.0,57.25,3,2,Dịch Vọng Hậu,Cầu Giấy
6.9,82.0,84.15,2,2,Dịch Vọng,Cầu Giấy
7.8,96.0,81.25,3,2,Yên Hòa,Cầu Giấy
7.35,126.0,58.33,3,2,Trung Hòa,Cầu Giấy
5.02,83.7,60.0,2,2,Yên Hòa,Cầu Giấy
3.9,60.0,65.0,2,2,Dịch Vọng,Cầu Giấy
9.0,116.0,77.59,3,2,Trung Hòa,Cầu Giấy
7.2,108.0,66.67,3,2,Dịch Vọng Hậu,Cầu Giấy
4.0,65.0,61.54,2,1,Trung Hòa,Cầu Giấy
5.35,80.0,66.88,2,2,Yên Hòa,Cầu Giấy
8.35,100.0,83.5,3,2,Nghĩa Đô,Cầu Giấy
3.9,65.0,60.0,2,1,Trung Hòa,Cầu Giấy
6.44,92.0,70.0,2,2,Dịch Vọng Hậu,Cầu Giấy
8.56,138.0,62.0,3,2,Dịch Vọng Hậu,Cầu Giấy
9.38,152.5,61.5,3,3,Trung Hòa,Cầu Giấy
5.78,77.0,75.0,2,2,Dịch Vọng Hậu,Cầu Giấy
15.0,145.0,103.45,3,2,Dịch Vọng Hậu,Cầu Giấy
8.5,110.0,77.27,3,2,Yên Hòa,Cầu Giấy
5.5,90.0,61.11,2,2,Yên Hòa,Cầu Giấy
8.86,123.0,72.0,3,2,Dịch Vọng,Cầu Giấy
9.1,140.0,65.0,3,2,Dịch Vọng Hậu,Cầu Giấy
8.0,88.0,90.91,3,2,Mai Dịch,Cầu Giấy
9.3,112.0,83.04,3,2,Trung Hòa,Cầu Giấy
7.8,97.4,80.08,3,2,Dịch Vọng,Cầu Giấy
15.0,179.0,83.8,4,3,Yên Hòa,Cầu Giấy
4.85,75.0,64.67,2,2,Dịch Vọng,Cầu Giấy
7.8,88.0,88.64,3,2,Nghĩa Đô,Cầu Giấy
8.6,130.0,66.15,3,2,Quan Hoa,Cầu Giấy
4.05,61.0,66.39,3,2,Trung Hòa,Cầu Giấy
3.0,44.0,68.18,1,1,Yên Hòa,Cầu Giấy
2.25,55.0,40.91,2,1,Mai Dịch,Cầu Giấy
8.2,120.0,68.33,3,2,Trung Hòa,Cầu Giấy
7.3,77.0,94.8,2,2,Mai Dịch,Cầu Giấy
7.9,120.0,65.83,3,2,Yên Hòa,Cầu Giấy
2.6,38.0,68.42,1,1,Trung Hòa,Cầu Giấy
4.8,70.0,68.57,2,1,Trung Hòa,Cầu Giấy
8.8,93.0,94.62,2,2,Dịch Vọng Hậu,Cầu Giấy
3.6,74.0,48.65,2,2,Dịch Vọng Hậu,Cầu Giấy
3.2,60.0,53.33,2,2,Nghĩa Tân,Cầu Giấy
5.9,86.0,68.6,2,2,Dịch Vọng,Cầu Giấy
8.0,107.0,74.77,3,2,Dịch Vọng,Cầu Giấy
7.0,120.0,58.33,3,2,Trung Hòa,Cầu Giấy
8.6,127.0,67.72,3,2,Quan Hoa,Cầu Giấy
4.6,68.0,67.65,2,2,Yên Hòa,Cầu Giấy
6.8,105.0,64.76,3,2,Yên Hòa,Cầu Giấy
8.5,152.5,55.74,3,3,Trung Hòa,Cầu Giấy
2.05,50.0,41.0,2,2,Quan Hoa,Cầu Giấy
7.2,75.0,96.0,2,2,Mai Dịch,Cầu Giấy
17.7,193.0,91.71,4,3,Dịch Vọng Hậu,Cầu Giấy
6.2,87.0,71.26,2,2,Trung Hòa,Cầu Giấy
6.9,98.0,70.41,2,2,Dịch Vọng,Cầu Giấy
6.8,100.0,68.0,2,2,Dịch Vọng,Cầu Giấy
5.8,94.0,61.7,2,2,Dịch Vọng,Cầu Giấy
7.6,113.0,67.26,3,2,Trung Hòa,Cầu Giấy
7.95,110.0,72.27,2,2,Trung Hòa,Cầu Giấy
7.2,115.0,62.61,3,2,Trung Hòa,Cầu Giấy
5.8,88.0,65.91,2,2,Dịch Vọng,Cầu Giấy
5.8,86.0,67.44,2,2,Dịch Vọng,Cầu Giấy
7.8,100.0,78.0,2,2,Dịch Vọng,Cầu Giấy
5.7,88.0,64.77,2,2,Dịch Vọng,Cầu Giấy
3.65,53.0,68.87,2,1,Dịch Vọng Hậu,Cầu Giấy
4.66,75.0,62.07,3,2,Trung Hòa,Cầu Giấy
3.53,60.0,58.83,2,1,Yên Hòa,Cầu Giấy
3.16,60.0,52.67,2,1,Nghĩa Tân,Cầu Giấy
6.5,115.0,56.52,3,2,Trung Hòa,Cầu Giấy
11.0,152.0,72.37,3,3,Trung Hòa,Cầu Giấy
7.0,120.0,58.33,3,2,Yên Hòa,Cầu Giấy
8.0,88.0,90.91,3,2,Nghĩa Đô,Cầu Giấy
3.65,55.0,66.36,2,1,Mai Dịch,Cầu Giấy
5.66,87.0,65.0,2,2,Trung Hòa,Cầu Giấy
7.35,100.0,73.5,3,2,Yên Hòa,Cầu Giấy
3.65,53.0,68.87,2,1,Mai Dịch,Cầu Giấy
8.5,130.0,65.39,3,2,Dịch Vọng,Cầu Giấy
12.67,142.0,89.2,2,2,Trung Hòa,Cầu Giấy
2.9,68.0,42.65,3,2,Mai Dịch,Cầu Giấy
6.0,70.0,85.71,2,2,Yên Hòa,Cầu Giấy
2.25,55.0,40.91,2,1,Mai Dịch,Cầu Giấy
9.3,160.0,58.12,3,2,Trung Hòa,Cầu Giấy
11.6,130.0,89.23,3,2,Yên Hòa,Cầu Giấy
